Confidence,Precision,Recall,F1-Score
0.1,0.7831953274397163,0.6136130840019246,0.6881094819516975
0.25,0.7831953274397163,0.6136130840019246,0.6881094819516975
0.5,0.8292066794348484,0.5756008103462779,0.6795118909077902
0.75,0.896272312807006,0.46456585899360137,0.6119422860828362
0.9,0.9552163523715507,0.15732556657601793,0.2701557868557406
